DomainProblem,Plan
"<GOAL>in_room_empty a, in_room_empty b, [b][a](tail)<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, open_a, peek_a, move_to_empty_a, signal_a_b, announce_room_empty_a"
"<GOAL>in_room_empty a, in_room_empty b, [b](tail)<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, open_a, peek_a, move_to_empty_a, signal_a_b, announce_room_empty_a"
"<GOAL>in_room_empty a, in_room_empty b, [a][b](tail)<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, open_a, peek_a, move_to_empty_a, signal_a_b, announce_room_empty_a"
"<GOAL>in_room_empty a, in_room_empty b, [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, signal_a_b, open_a, move_to_empty_a, peek_b, move_to_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, [b] (opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, signal_a_b, open_a, move_to_empty_a, peek_b, move_to_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, [b] (-opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>in_room_empty a, in_room_empty b, [b] (opened), not([a](tail)), not([a](-tail)), not([b](tail)), not([b](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, signal_a_b, open_a, move_to_empty_a, move_to_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, [b] (opened), [a](tail), not([b](tail)), not([b](-tail))<INIT>tail, has_key a, looking a, in_room_empty a, in_room_empty b, [a b](in_room_empty a), [a b](in_room_empty b), [a b](not (in_room_box a)), [a b](not (in_room_box b)), [a b](has_key a), [a b](not (has_key b)), [a b](not (opened)), [a b](looking a), [a b](not (looking b))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, signal_a_b, open_a, move_to_empty_b, peek_a, move_to_empty_a"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [a](opened)<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, open_b, move_to_empty_a, move_to_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [a](tail)<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_a, move_to_box_b, open_b, move_to_empty_b, peek_a, move_to_empty_a"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [b][a](tail)<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_b, open_b, signal_a_b, peek_b, move_to_empty_b, announce_room_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [b](tail)<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_b, open_b, signal_a_b, peek_b, move_to_empty_b"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [c](tail)<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail","move_to_box_b, move_to_box_c, signal_a_c, open_b, move_to_empty_b, peek_c, move_to_empty_c"
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [c](tail), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
"<GOAL>in_room_empty a, in_room_empty b, in_room_empty c, [c](tail), [b] (opened), [b] (tail), not([a](tail)), not([a](-tail))<INIT>tail, has_key b, looking a, in_room_empty a, in_room_empty b, in_room_empty c, [a b c](in_room_empty a), [a b c](in_room_empty b), [a b c](in_room_empty c), [a b c](not (in_room_box a)), [a b c](not (in_room_box b)), [a b c](not (in_room_box c)), [a b c](has_key b), [a b c](not (has_key a)), [a b c](not (has_key c)), [a b c](not (opened)), [a b c](looking a), [a b c](not (looking b)), [a b c](not (looking c))<ACTION> move_to_box <ACT_TYPE> ontic <PRE> [?ag](in_room_empty ?ag), in_room_empty ?ag <EFFECT> in_room_box ?ag, -in_room_empty ?ag <ACTION> move_to_empty <ACT_TYPE> ontic <PRE> [?ag](in_room_box ?ag), in_room_box ?ag <EFFECT> in_room_empty ?ag, -in_room_box ?ag <ACTION> open <ACT_TYPE> ontic <PRE> [?ag](has_key ?ag), has_key ?ag, in_room_box ?ag <EFFECT> opened <ACTION> signal <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](not (looking ?ag2)) <EFFECT> looking ?ag2 <ACTION> peek <ACT_TYPE> sensing <PRE> [?ag](opened), [?ag](looking ?ag), looking ?ag, opened, in_room_box ?ag <EFFECT> tail <ACTION> distract <ACT_TYPE> ontic <PRE> [?ag1](looking ?ag1), [?ag2](looking ?ag2) <EFFECT> not (looking ?ag2) <ACTION> announce_room_box <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_box ?ag <EFFECT> tail <ACTION> announce_room_empty <ACT_TYPE> announcement <PRE> [?ag](tail), tail, in_room_empty ?ag <EFFECT> tail",NOT FOUND
